uid,name,type,programs,alternate_names
12793,"SHAHRIYARI, Behnam",individual,SDGT; IFSR,"SHAHRYARI, Behnam; SHAHRIARI, Behnam; HAMID, Huseyini; MARALLU, Behnam Shahriyari; MIR VAKILI, Seyed Ali Akbar; MIRVAKILI, Seyed Aliakbar; MIRVAKILI, Seyedaliakbar; SHAHCHERAGHI, Seyed Hamid Reza"
12794,BEHNAM SHAHRIYARI TRADING COMPANY,entity,SDGT; IFSR,
12795,"AGHA, Ahmad Zia",individual,SDGT,"AGHA, Zia; AHMAD, Noor; AHMED, Noor; AGHA SAYEED, Sia"
12796,"WAZIR, Ahmed Jan",individual,SDGT,"KUCHI, Ahmed Jan; ZADRAN, Ahmed Jan"
12797,"RABI, Fazl",individual,SDGT,"RABI, Fazal; RABBI, Faisal"
12798,"AKHUND, Mohammad Aman",individual,SDGT,"AMAN, Mohammed; OMAN, Mullah Mohammed; NOORZAI, Mullah Mad Aman Ustad"
12802,MEHR-E EQTESAD-E IRANIAN INVESTMENT COMPANY,entity,SDGT; NPWMD; IRGC; IFSR,MEHR EGHTESAD IRANIAN INVESTMENT COMPANY; MEHR IRANIAN ECONOMY COMPANY; MEHR IRANIAN ECONOMY INVESTMENTS; TEJARAT TOSE'E EQTESADI IRANIAN; MEHR EQTESAD IRANIAN INVESTMENT COMPANY
12803,TIDEWATER MIDDLE EAST CO.,entity,SDGT; NPWMD; IRGC; IFSR; IFCA,TIDE WATER MIDDLE EAST MARINE SERVICE; TIDEWATER CO. (MIDDLE EAST MARINE SERVICES); TIDE WATER COMPANY; FARAZ ROYAL QESHM LLC
12812,"HASSAN, Jamil",individual,PAARSSR-EO13894,"HASAN, Jamil"
12816,YAKUZA,entity,TCO,BORYOKUDAN; GOKUDO
12817,CAMORRA,entity,TCO,
12823,"HAMMAMI, Omar",individual,SOMALIA,"AL-AMRIKI, Abu Mansour; AL-AMRIKI, Abu Mansur; AL-AMRIKI, Abu Mansuur; HAMMAMI, Umar; HAMMAMI, Omar Shafik"
12824,"OMAR, Hassan Mahat",individual,SOMALIA,"ADAM, Sheikh Hassaan Hussein; HUSSEIN, Sheikh Hassaan; OMAR, Hassan Mahad"
12837,"AL-'AJMI, 'Ali Hasan 'Ali",individual,SDGT,"AL-'AJAMI, 'Ali Hasan; AL-'AJMI, Abu al-Hassan; AL-'AJMI, 'Ali Hassan 'Ali; AL-YAMI, 'Ali Abu Hasan; AL-YAMI, Hassan; AL-YAMI, Husayn"
12839,"AL-KUWARI, Salim Hasan Khalifah Rashid",individual,SDGT,"AL KUWARI, Salim Hassan Khalifa Rashid; AL KAWARI, Salim Hasan Khalifa; AL-KOWARI, Salim; AL-KUWARI, Salem"
12840,"KHAWAR, Abdallah Ghanim Mahfuz Muslim",individual,SDGT,"AL-KHAWAR, Abdullah Ghalib Mahfuz Muslim; KHAWAR, Abdullah Ghanem Mahfouz Muslim; KHOWAR, Abdullah; AL-KHOWAR, Abdullah"
12841,"KHALIL, Ezedin Abdel Aziz",individual,SDGT,"KHALIL, Izz al-Din Abd al-Farid; AL-SURI, Yasin; AL-SURI, Yaseen; AL-ABADIN, Zayn"
12842,"MUHAMMADI, Umid",individual,SDGT,"MUHAMMADI, Omid; MUHAMMADI, 'Umid 'Abd al-Majid Muhammad 'Aziz"
12843,"ABD AL-RAHMAN, Atiyah",individual,SDGT,"AL-LIBI, 'Atiyah 'Abd al-Rahman; AL-SHITAYWI, Jamal Ibrahim Muhammad; AL-SHTIWI, Jamal; AL-SHITIWI, Jamal; AL-SHATIWI, Jamal"
12845,"HAMSHO, Muhammad",individual,PAARSSR-EO13894,"HAMSHU, Muhammad Sabir; HAMSHO, Mohammed Saber; HAMSHO, Mohammad; HAMCHO, Mohamed; HAMSHOU, Mohammed"
12846,HAMSHO INTERNATIONAL GROUP,entity,PAARSSR-EO13894,HAMSHO GROUP INTERNATIONAL; HAMSHO GROUP; HAMSHO INTERNATIONAL; HAMCHO INTERNATIONAL
12860,NAFTAN OAO,entity,BELARUS,NAFTAN OJSC; NAFTAN; NAFTAN PROIZVODSTVENNOYE OBYEDINENYE; NAFTAN PRODUCTION ASSOCIATION
12861,GRODNO AZOT OAO,entity,BELARUS,GRODNO AZOT; GPO AZOT OJSC; GRODNESKOYE PROZVODSTVENNOYE OBYEDINENYE AZOT; RUP GRODNENSKOYE PO AZOT; RUP GPO AZOT
12862,GRODNO KHIMVOLOKNO OAO,entity,BELARUS,JSC GRODNO KHIMVOLOKNO; GRODNO KHIMVOLOKNO JSC; GRODNO CHEMICAL FIBRE OJSC
12863,BELSHINA OAO,entity,BELARUS,BELSHINA OJSC; BELSHINA TYRE WORKS OAO; JSC BELSHINA; RUP BELORUSSKY SHINNY KOMBINAT BELSHINA
12864,"DUGHMUSH, Mumtaz",individual,SDGT,"DUGHMUSH, Mumtaz Muhammad Jum'ah; DAGHMASH, Mumtaz Muhammad Jum'ah; DUGHMISH, Mumtaz Muhammad Jum'ah; DAGHMASH, Mumtaz"
12868,"KARIM ALI, Ali Abdul",individual,PAARSSR-EO13894,"KARIM, Ali Abdul; ABD-AL-KARIM, Ali; ABD-AL-KARIM ALI, Ali; KARIM ALI, Ali Abdel; ABDULKARIM ALI, Ali; ABDULKARIM, Ali"
12872,"GOITOM, Taeme Abraham",individual,SOMALIA,"SELASSIE, Ta'ame Abraham; TA'AME, Abraham Selassie; GEBREDENGEL, Simon; SELASSIE, Te'ame Abraha; SELASSIE, Te'ame Abraham; GOITOM, Te'ame"
12873,"NEGASH, Tewolde Habte",individual,SOMALIA,"NEGASH, Bitewelde Habte; MUSE, Abdirahim; NAGESH, Tewaled Holde; NAGASH, Tewaled Holde; MUSA, Abdirahman; MUSE, Abdirahman; NEGASH, Emanuel; MUSA, Abdirahim; NEGASH, Ole; MEHAREN, Senay Beraki; KIDANE, Amanuel; NEGASH, Tewold Habte; NEGASH, Tewelde Habte"
12881,"SHAABAN, Bouthaina",individual,PAARSSR-EO13894,"SHAABAN, Buthaina"
12882,"FIGUEROA SALAZAR, Amilcar Jesus",individual,VENEZUELA,
12884,"BERNAL ROSALES, Freddy Alirio",individual,VENEZUELA,
12888,"AL-LIBI, Abu Yahya",individual,SDGT,"SHEIKH YAHYA, Abu Yahya; AL SAHRAWI, Abu Yahya Yunis; QA'ID, Hasan Muhammad Abu Bakr; QAYED, Muhammad Hassan; ABU BAKAR, Mohammad Hassan; QA'ID, Hasan; AL-LIBI, Muhammad Hasan; RASHID, Abu Yunus"
12889,"SALIM, 'Abd al-Rahman Ould Muhammad al-Husayn Ould Muhammad",individual,SDGT,"SALEM, Abdarrahmane ould Mohamed el Houcein ould Mohamed; SALEM, Mohamed; JELIL, Youssef Ould Abdel; GHADER, El Hadj Ould Abdel; KHADER, Abdel; SOULEIMANE, Abou"
12890,"KHAN, Mustafa Hajji Muhammad",individual,SDGT,"GHUL, Hassan; GUL, Hassan; GUL, Hasan; MAHMUD, Khalid; SHAHJI, Ahmad; MUHAMMAD, Mustafa; AL-MADANI, Abu Gharib"
12891,"HARB, Abbas Hussein",individual,SDNTK,"HARB, Abass Hussein"
12892,"SALEH, Kassem Mohamad",individual,SDNTK,"SALEH, Qasim"
12893,"HARB, Ali Houssein",individual,SDNTK,"HARB, Ali Hussein"
12894,IMPORTADORA SILVANIA,entity,SDNTK,
12895,"IMPORTADORA SILVANIA, C.A.",entity,SDNTK,
12896,BODEGA MICHIGAN,entity,SDNTK,
12899,COMERCIALIZADORA EMPRESARIAL TEAM BUSINESS S.A.,entity,SDNTK,
12914,INDIAN MUJAHIDEEN,entity,FTO; SDGT,INDIAN MUJAHEDEEN; INDIAN MUJAHIDIN; ISLAMIC SECURITY FORCE-INDIAN MUJAHIDEEN (ISF-IM)
12915,"MUKULU, Jamil",individual,DRCONGO,"KYAGULANYI, David; TALENGELANIMIRO, Musezi; TUTU, Mzee; TALENGELANIMIRO; JUNJU, Abdullah; KYAGULANYI, Alilabaki; MUHAMMAD, Hussein; LUUMU, Nicolas; ALIRABAKI, Steven"
12916,"IQBAL, Zafar",individual,SDGT,"SHEHBAZ, Malik Zafar Iqbal; SHAHBAZ, Malik Zafar Iqbal; IQBAL, Malik Zafar; IQBAL, Zaffer; CHAUDHRY, Zafar Iqbal; IQBAL, Muhammad Zafar"
12917,"BHUTTAVI, Hafiz Abdul Salam",individual,SDGT,"BHATTVI, Hafiz Abdul Salam; BHATTVI, Molvi Abdursalam; BHATTWI, Abdul Salam; BUDVI, Hafiz Abdusalam; BHUTVI, Hafiz Abdussalaam; BHUTVI, Abdul Salam; BHATTVI, Mullah Abdul Salaam; BUDVI, Abdul Salam"
12918,"LIZASO, Jurdan Martitegui",individual,SDGT,"MARTITEGUI, Jurdan"
12919,"ABU GHAZALA, Muhammad Hisham Muhammad Isma'il",individual,SDGT,"ABU-GHAZALAH, Muhammad Hisham Isma'il; ABU-GHAZALAH, Muhammad Hisham Muhammad; ABU LAYTH, Mansur; AL-FILISTINI, Abu Layth; ISMA'IL, 'Ali 'Abd Al-Rahman; ABU SUWAYWIN, 'Ali 'Abd Al-Rahman"
12920,"NOORZAI, Hajji Faizullah Khan",individual,SDGT,"NOREZAI, Haji Faizuulah Khan; NOORI, Haji Faizullah; KHAN, Haji Faizullah; NOOR, Haji Faizullah; NOORZAI, Haji Pazullah"
12921,"NOORZAI, Hajji Malik",individual,SDGT,"NOORZAI, Hajji Malak; NOORZAI, Haji Malek"
12922,"REHMAN, Abdur",individual,SDGT,"REHMAN, Abdul; UR-REHMAN, Abd; RAHMAN, Abdur; SINDHI, Abdul Rehman; AL-SINDHI, Abdul Rehman; AL-SINDHI, Abdur Rahman; SINDI, Abdur Rehman; SINDHI, Abdurahman; YAMIN, Abdur Rehman Muhammad"
12923,"RAHIM, Fazal",individual,SDGT,"RAHIM, Fazel; RAHIM, Fazil; RAHMAN, Fazil"
12924,"ABBASIN, Abdul Aziz",individual,SDGT,"MAHSUD, Abdul Aziz"
12926,"AL-BADRI, Dr. Ibrahim 'Awwad Ibrahim 'Ali",individual,SDGT,"AL-SAMARRA'I, Ibrahim 'Awad Ibrahim al-Badri; AL-SAMARRA'I, Ibrahim Awwad Ibrahim; AL-SAMARRA'I, Dr. Ibrahim Awwad Ibrahim; AL-QURASHI, Abu Bakr al-Baghdadi al-Husseini; AL-QURAISHI, Abu Bakr al-Baghdadi al-Husayni; AL-BAGHDADI, Abu Bakr al-Husayni"
12927,MAHAN AIR,entity,SDGT; NPWMD; IFSR,MAHAN AIR CO.
12928,CONSPIRACY OF FIRE NUCLEI,entity,SDGT,CONSPIRACY OF THE NUCLEI OF FIRE; CONSPIRACY OF CELLS OF FIRE; SYNOMOSIA PYRINON TIS FOTIAS; THESSALONIKI-ATHENS FIRE NUCLEI CONSPIRACY
12929,"ARBABSIAR, Manssor",individual,SDGT; IRGC; IFSR,"ARBABSIAR, Mansour"
12930,"ABDOLLAHI, Hamed",individual,SDGT; IRGC; IFSR,"ABDULLAHI, Mustafa"
12931,"SHAKURI, Gholam",individual,SDGT; IRGC; IFSR,
12940,"KHAN, Mali",individual,SDGT,"KHAN, Madi"
12941,IRAN CENTRIFUGE TECHNOLOGY COMPANY,entity,NPWMD; IFSR,
12945,"ARAGHI, Abdollah",individual,SDGT; IRGC; IRAN-HR,"ARAQI, Abdollah; ARAQI, Abdullah; ERAGHI, Abdollah; ERAQI, Abdollah"
12946,"FIROUZABADI, Hassan",individual,IRAN-HR,"FIRUZABADI, Hasan; FIROOZABADI, Hassan; AQAI-FIRUZABADI, Hassan"
12948,PAYA PARTOV CO.,entity,NPWMD; IFSR,
12950,PARTO SANAT CO.,entity,NPWMD; IFSR,
12951,NEKA NOVIN,entity,NPWMD; IFSR,NIKSA NIROU; KIA NIROU; BLOCK NIROU SUN CO; BNSA CO; NEKU NIROU TAVAN CO
12954,FULMEN GROUP,entity,NPWMD; IFSR,FULMEN COMPANY
12956,YASA PART,entity,NPWMD; IFSR,ARFA PAINT COMPANY; ARFEH COMPANY; FARASEPEHR ENGINEERING COMPANY; HOSSEINI NEJAD TRADING CO.; IRAN SAFFRON COMPANY; IRANSAFFRON CO; SHETAB G; SHETAB GAMAN; SHETAB TRADING; Y.A.S. CO LTD.
12958,"SHEKA, Ntabo Ntaberi",individual,DRCONGO,
12959,SIMATIC DEVELOPMENT CO.,entity,NPWMD; IFSR,
12960,"SULEIMAN HAMAD AL-HABLAIN, Ibrahim",individual,SDGT,"SULIMAN H. AL HBLIAN, Barahim"
12975,ALMACEN ELECTRO SONY STAR,entity,SDNTK,
12976,JUNIOR INTERNATIONAL S.A.,entity,SDNTK,JUNIOR INTERNACIONAL S.A.
12979,"GLOBAL TECHNOLOGY IMPORT & EXPORT, S.A. (GTI)",entity,SDNTK,
12980,MICRO EMPRESA ASHQUI,entity,SDNTK,
12983,AGROPECUARIA LA PERLA LTDA.,entity,SDNTK,
12984,KPD S.A.,entity,SDNTK,
12989,"EL KHANSA, Mohamad Zouheir",individual,SDNTK,"TORRES ZAMBRANO, Manuel"
12991,"EDERY CRIVOSEI, Jaime",individual,SDNTK,
12992,"SALEH, Ali Mohamad",individual,SDGT,"SALEH, Ali Mohamed; SALIH, Ali Muhammad; SALEH, Ali Mohammad; SALAH, Ali Mohammad; SALIH, Ali Abd-Al-Amir Muhammad; SALIH, Ali Muhammad Abd-Al-Amir"
12994,"EL KHANSA, Ahmad",individual,SDNTK,
13000,"ASLAN, Aus",individual,PAARSSR-EO13894,"ASLAN, Aous Ali"
13004,"FIGUEROA VASQUEZ, Ezio Benjamin",individual,SDNTK,
13005,"FIGUEROA GOMEZ, Hassein Eduardo",individual,SDNTK,"FERNANDEZ GOMEZ, Ernesto; FIGUERO GOMEZ, Hassein Eduardo"
13006,"DESARROLLO ARQUITECTONICO FORTIA, S.A. DE C.V.",entity,SDNTK,
13007,"DESARROLLOS INMOBILIARIOS CITADEL, S.A. DE C.V.",entity,SDNTK,
13008,"DESARROLLOS TURISTICOS FORTIA, S.A. DE C.V.",entity,SDNTK,
13009,"DISPOSITIVOS INDUSTRIALES DINAMICOS, S.A. DE C.V.",entity,SDNTK,DISDA
13010,"DISTRIBUIDORA LIFE, S.A.",entity,SDNTK,
13011,"DISTRIBUIDORA MEDICA HOSPITALARIA, S.A. DE C.V.",entity,SDNTK,
13012,"EL PALOMAR CAR WASH, S.A. DE C.V.",entity,SDNTK,
13013,"FORTIA BAJA SUR, S.A. DE C.V.",entity,SDNTK,
13014,GEOFARMA S.A. DE C.V.,entity,SDNTK,
13015,"GRUPO COMERCIAL SAN BLAS, S.A. DE C.V.",entity,SDNTK,
13016,GRUPO F Y F MEDICAL INTERNACIONAL DE EQUIPOS,entity,SDNTK,
13017,"PROMOCIONES CITADEL, S.A. DE C.V.",entity,SDNTK,
13018,PUNTO FARMACEUTICO S.A. DE C.V.,entity,SDNTK,
13019,"SCUADRA FORTIA, S.A. DE C.V.",entity,SDNTK,
13020,TECNOLOGIA OPTIMA CORPORATIVA S. DE R.L. DE C.V.,entity,SDNTK,
13021,UNION ABARROTERO DE JALISCO S.C. DE R.L. DE C.V.,entity,SDNTK,
13023,"ALVAREZ ZEPEDA, Oscar",individual,SDNTK,
13024,"TORRES HOYOS, Carlos Mario",individual,SDNTK,
13025,"VALDEZ BENITES, Joel",individual,SDNTK,
13028,"BENGOECHEA, Jose Antonio Urruticoechea",individual,SDGT,"BENGOETXEA, Jose Antonio Urrutikoetxea; TERNERA, Josu"
13029,"AL QARAWI, Saleh",individual,SDGT,"AL QARAWI, Saleh Abudullah Saleh; AL-QARAWI, Saleh bin Abdullah; AL SAGHIR, Akhuk; AL QARAWI, Abu Yahya; AL-KHEIR, Najm"
13041,AL-QA'IDA KURDISH BATTALIONS,entity,SDGT,KURDISTAN BRIGADES; KURDISTAN BATTALION OF ISLAMIC STATE IN IRAQ; KURDISTAN BRIGADE OF AL-QAEDA IN IRAQ
13057,"CHOUKA, Yassin",individual,SDGT,"CHOUKA, Yasin"
13058,"CHOUKA, Monir",individual,SDGT,"CHOUKA, Mounir"
13059,"KAR, Mevlut",individual,SDGT,"KAR, Mivlut; KAR, Mavlut; KAR, Mawlud; KAR, Meluvet; ZIKARA, Mevlut; AL UBAYDA, Mulfit Kar Iiyas; YUSOV, Yanal; ALMANCI, Abdurrahman"
13060,"GELERI, Zeyneddin",individual,SDNTK,
13061,"AKBULUT, Cerkez",individual,SDNTK,"MURAT, Cernit; MURAT, Altig"
13062,"BOZTEPE, Omer",individual,SDNTK,
13063,"GELERI, Omer",individual,SDNTK,
13064,GELERI IMPORT EXPORT S.R.L.,entity,SDNTK,
13065,MEGA GROUP S.R.L.,entity,SDNTK,
13066,GELRO IMPEX S.R.L.,entity,SDNTK,
13071,YAMAGUCHI-GUMI,entity,TCO,SIXTH YAMAGUCHI-GUMI; ROKUDAIME YAMAGUCHI-GUMI
13072,"SHINODA, Kenichi",individual,TCO,"TSUKASA, Shinobu"
13073,"TAKAYAMA, Kiyoshi",individual,TCO,
13087,"RAKHIMOV, Gafur-Arslanbek Akhmedovich",individual,TCO,"RAKHIMOV, Gofur-Arslonbek; RAKHIMOV, Gafur Akhmedovich; RAKHIMOV, Gafur Arslanbek; RAKHIMOV, Gofur-Arslonbek Akhmedovich; RAKHIMOV, Ghafur Arslambek"
13088,"KHRISTOFOROV, Vasiliy Aleksandrovich",individual,TCO,"KHRISTOFOROV, Vasili"
13090,"CHIBLI, Ibrahim",individual,SDNTK,"SHIBLI SHIBLI, Ibrahim"
13091,"ZAYTSEV, Aleksey Alekseyevich",individual,TCO,"ZAITSEV, Alexei; ZAYTSEV, Alexey"
13095,"ACHWAN, Mochammad",individual,SDGT,"ACHWAN, Muhammad; AKHWAN, Muhammad; ACHWAN, Mochtar; AKHWAN, Mochtar; AKWAN, Mochtar; ACHWAN, Mochdar"
13097,"BA'ASYIR, Abdul Rosyid Ridho",individual,SDGT,"BASHIR, Abdul Rosyid Ridho; BA'ASYIR, Rosyid Ridho; BASHIR, Rosyid Ridho; BA'ASYIR, Rasyid Ridho; BASHIR, Rasyid Ridho; BA'ASYIR, Rashid Rida; BASHIR, Rashid Rida"
13098,JEMMAH ANSHORUT TAUHID,entity,FTO; SDGT,JEMMAH ANSHARUT TAUHID; JEM'MAH ANSHARUT TAUHID; JAMAAH ANSHARUT TAUHID; JAMA'AH ANSHARUT TAUHID; LASKAR 99
13099,"ACHEKZAI, Abdul Samad",individual,SDGT,"SAMAD, Abdul"
13102,"MEMON, Ibrahim Abdul Razaaq",individual,SDNTK,"MEMON, Ibrahim Abdul Razak"
13103,"SHAKEEL, Chhota",individual,SDNTK,"SHAKEEL, Chota; SHAKIL, Chhota; MOHIDDIN, Shaikh Shakil Babu; AHMED, Sheikh Shakeel"
13104,"OVERDICK MEJIA, Horst Walter",individual,SDNTK,"OVERDICK MEJIA, Walther"
13105,"AGHAJANI, Hosein",individual,SDGT; IRGC; IFSR,"AGAJANY, Azimi; AGHAJANI, Azimi; AGHAJANI, Azim; AGHAJANI, Asim; ADHAJANI, Azim; AQAJANI, Azim"
13106,"TABATABAEI, Sayyid Ali Akbar",individual,SDGT; IRGC; IFSR,"TAHMASEBI, Akbar; TABATABAEI, Ali Akbar; TABATABA'I, Seyed Akbar; TAHMAESEBI, Seyed Akbar; TABATABAEI, Syed; TAHMASEBI, Seyed; TABATABAEI, Seyed Akbar; TABATABA'IE, Sayyed Ali; TABATABAEE, Sayyed Ali"
13107,"GHANI, Esmail",individual,SDGT; IRGC; IFSR,"NEZHAD, Ismail Akbar; AKBARNEJAD, Esmaeil Ghaani; QANI, Esmail; GHA'ANI, Esma'il; GHAANI, Esmail; QA'ANI, Esma'il"
13108,"JEGA, Ali Abbas Usman",individual,SDGT; IFSR,"JEGA, Abbas; HASSAN, Ali Abbas Othman"
13109,POUYA AIR,entity,SDGT; NPWMD; IRGC; IFSR,YAS AIR KISH; YASAIR CARGO AIRLINE; POUYA AIRLINES; YAS AIR; PARS AVIATION SERVICES COMPANY
13110,BEHINEH TRADING,entity,SDGT; IFSR,
13112,"ADANOV, Munir",individual,PAARSSR-EO13894,"ADANOF, Munir; ADNUF, Munir"
13115,"IRAN MARINE INDUSTRIAL COMPANY, SADRA",entity,SDGT; NPWMD; IRGC; IFSR,IRAN MARINE INDUSTRIAL COMPANY SSA; IRAN SADRA; SHERKATE SANATI DARYAI IRAN; IRAN SHIP BUILDING CO.; SADRA
13116,"DEEP OFFSHORE TECHNOLOGY COMPANY,  P.J.S.",entity,SDGT; NPWMD; IRGC; IFSR,
13119,DATAK TELECOM,entity,HRIT-IR,
13120,"GUZMAN SALAZAR, Jesus Alfredo",individual,SDNTK; SDGT; ILLICIT-DRUGS-EO14059,
13121,"SALAZAR HERNANDEZ, Maria Alejandrina",individual,SDNTK,"SALAZAR DE GUZMAN, Alejandrina; SALAZAR HERNANDEZ DE GUZMAN, Maria; SALAZAR HERNANDEZ, Alejandrina; SALAZAR HERNANDEZ, Alejandra; SALAZAR HERNANDEZ, Maria A; HERNANDEZ SALAZAR, Maria A; SALAZAR HERNANDEZ, Alejandrina Maria"
13124,"BARAKZAI, Shah Mohammad",individual,SDNTK,
13125,"WALI, Mohammad",individual,SDNTK,
13126,"HADI, Abdul",individual,SDNTK,
13127,"MOHAMMAD, Haji Baz",individual,SDNTK,
13128,NEW AHMADI LTD.,entity,SDNTK,NEW AHMADI COMPANY LTD; NEW AHMADY LTD
13129,MOHAMMAD WALI MONEY EXCHANGE,entity,SDNTK,NEW AHMADY LTD. KANDAHAR
13131,EGHTESAD NOVIN BANK,entity,IRAN; IRAN-EO13902,BANK-E EGHTESAD NOVIN; EN BANK PJSC; BANK EGHTESAD NOVIN
13133,PASARGAD BANK,entity,IRAN; IRAN-EO13902,BANK-E PASARGAD; BANK PASARGAD
13134,KARAFARIN BANK,entity,IRAN; IRAN-EO13902,BANK-E KARAFARIN
13135,SAMAN BANK,entity,IRAN; IRAN-EO13902,BANK-E SAMAN
13136,SARMAYEH BANK,entity,IRAN; IRAN-EO13902,BANK-E SARMAYEH; BANK SARMAYEH
13137,TAT BANK,entity,IRAN,BANK-E TAT
13138,BANK-E SHAHR,entity,IRAN; IRAN-EO13902,
13140,HEKMAT IRANIAN BANK,entity,IRAN; NPWMD; IFSR,BANK-E HEKMAT IRANIAN; BANK HEKMAT IRANIAN
13141,TOURISM BANK,entity,IRAN; IRAN-EO13902,BANK-E GARDESHGARI; GARDESHGARI BANK
13142,IRAN ZAMIN BANK,entity,IRAN; IRAN-EO13902,BANK-E IRAN ZAMIN
13143,MEHR IRAN CREDIT UNION BANK,entity,IRAN; IRAN-EO13902,BANK-E GHARZOLHASANEH MEHR IRAN; GHARZOLHASANEH MEHR IRAN BANK
13145,TOSEE TAAVON BANK,entity,IRAN; IRAN-EO13902,BANK-E TOSE'E TA'AVON; COOPERATIVE DEVELOPMENT BANK; TOSE'E TA'AVON BANK
13146,ISLAMIC REGIONAL COOPERATION BANK,entity,IRAN; IRAN-EO13902,BANK-E TAAWON MANTAGHEEY-E ESLAMI; REGIONAL COOPERATION OF THE ISLAMIC BANK FOR DEVELOPMENT AND INVESTMENT
13147,CREDIT INSTITUTION FOR DEVELOPMENT,entity,IRAN,
13148,"GUZMAN SALAZAR, Archivaldo Ivan",individual,SDNTK; SDGT; ILLICIT-DRUGS-EO14059,"GUZMAN SALAZAR, Ivan Archivaldo"
13149,"GUZMAN LOPEZ, Ovidio",individual,SDNTK; ILLICIT-DRUGS-EO14059,
13150,"LIMON SANCHEZ, Ovidio",individual,SDNTK,
13151,"SALGUEIRO NEVAREZ, Noel",individual,SDNTK,
13152,MALEK ASHTAR UNIVERSITY OF TECHNOLOGY,entity,NPWMD; IFSR,DANESHGAH-E SANA'TI-YE MALEK-E ASHTAR; MALEK ASHTAR UNIVERSITY; MALEK-E ASHTAR UNIVERSITY; MALEK ASHTAR INDUSTRIAL UNIVERSITY; MALEK-E ASHTAR TECHNICAL UNIVERSITY; MALEK ASHTAR AVIATION UNIVERSTIY COMPLEX; MALEK ASHTAR UNIVERSITY OF DEFENSE TECHNOLOGY
13153,"FADAVI, Ali",individual,NPWMD; IFSR,"FADWI, Ali"
13154,"FROSCH, Daniel",individual,NPWMD; IFSR,
13155,INTERNATIONAL GENERAL RESOURCING FZE,entity,NPWMD; IFSR,
13156,MINISTRY OF DEFENCE EXPORT CENTER,entity,NPWMD; IFSR; IRAN-CON-ARMS-EO,MINISTRY OF DEFENSE LEGION EXPORT; MINISTRY OF DEFENSE LOGISTICS EXPORT
13157,"BARI, Abdul Baqi",individual,SDGT,"ISHAQZAI, Rais Abdul Bari; IBRAHIM, 'Abd Al-Baqi Muhammad; IBRAHIM, 'Abd Labaqi Muhammad; BARI, Haji Abdul; BARI, Abdul; BAKI, Abdul; AL-BARI, 'Abd; AL-BAKI, 'Abd; BAQI, Abdul"
13158,"GUL, Bakht",individual,SDGT,"GUL, Bakhta; BAHAR, Bakht Gul"
13165,"SHUSHANASHVILI, Lasha Pavlovich",individual,TCO,"MALGASOV, Ymar; SHUSHANASHVILI, Iasha Pavlovich"
13166,"SHEMAZASHVILI, Koba Shalvovich",individual,TCO,"SHERMAZASHVILI, Koba"
13167,"SHUSHANASHVILI, Kakhaber Pavlovich",individual,TCO,"SHUSHANASHVILI, Kakha; ROSTOV, Nicholas; SHUSHANASHVILI, Kajaver; SEPIASHVILI, Moshe Israel; KOSTOV, Nikolay Lyudmilo"
13168,ABDALLAH AZZAM BRIGADES,entity,FTO; SDGT,ABDULLAH AZZAM BRIGADES; ZIYAD AL-JARRAH BATTALIONS OF THE ABDULLAH AZZAM BRIGADES; YUSUF AL-'UYAYRI BATTALIONS OF THE ABDULLAH AZZAM BRIGADES; MARWAN HADID BRIGADES; MARWAN HADID BRIGADE
13170,"KELMENDI, Naser",individual,SDNTK,"KELJMENDI, Naser Meto"
13171,"SOTO GASTELUM, Jose Antonio",individual,SDNTK,
13172,"SHAH, Sayed Wazir",individual,SDNTK,
13173,"COLORADO CESSA, Francisco Antonio",individual,SDNTK,
13346,"CASANOVA ORDONEZ, Hermes Alirio",individual,SDNTK,
13350,"VILLOTA SEGURA, Aldemar",individual,SDNTK,
13351,"VILLOTA SEGURA, Segundo Alberto",individual,SDNTK,
13353,ORBITAL HORIZONS CORP.,entity,SDNTK,
13355,INDUITEX LTDA.,entity,SDNTK,
13356,"I&S HOLDING COMPANY, S.A.",entity,SDNTK,"I AND S HOLDING COMPANY, S.A."
13357,"MOHAMMED, Aboud Rogo",individual,SOMALIA,"ROGO, Aboud Mohammad; ROGO, Aboud Seif; ROGO, Aboud Mohammed; ROGO, Sheikh Aboud; MUHAMMAD, Aboud Rogo; MOHAMED, Aboud Rogo"
13358,"IBARRA CARDONA, Luis Gerardo",individual,SDNTK,
13359,"CARDONA MARTINEZ, Mayela",individual,SDNTK,"CARDONA DE IBARRA, Mayela"
13360,"IBARRA CARDONA, Carlos Jesus Ivan",individual,SDNTK,
13361,"CARDONA MARTINEZ, Pedro",individual,SDNTK,
13362,DISTRIBUIDORA GERMAY S.A. DE C.V.,entity,SDNTK,
13365,"ESTACIONES DE SERVICIOS CANARIAS, S.A. DE C.V.",entity,SDNTK,"COMBUSERVICIOS LOS TRES RIOS, S.A. DE C.V."
13366,"ESPARRAGOZA GASTELUM, Nadia Patricia",individual,SDNTK,
13367,"ABD EL-RAHMAN, Suhayl Salim",individual,SOMALIA,"MUHAMMAD, Suhayl Salim; AL-SUDANI, Abu Faris; FARIS, Abu; ZAYN, Haytham; ABDURAHAMAN, Suhayl; MUHAMMAD, Sahib; UL-ABIDEEN, Zain; SALIM, Suhayl"
13368,"OMAR, Omar Awadh",individual,SOMALIA,"SAHAL, Omar; AWADH, Omar"
